id,filename,stimulus_type,included,draft,training,participant_id,satisfaction,sound_label,sound_label_id,sound_recording,sound_recording_id,audio_concept_subset,participants_sound_recording_description,participants_sound_recording_description_confidence,description_match
5.65E+15,cork popping - 5650665401483264.wav,sound recording,FALSE,FALSE,TRUE,5.15E+15,Completely satisfied,cork popping,,cork_popping.wav,5.15E+15,everyday,tennis ball sound in ground,Very confident,
4.84E+15,cork popping - 4842545024598016.wav,sound recording,FALSE,TRUE,TRUE,5.15E+15,,cork popping,,cork_popping.wav,5.15E+15,everyday,,,
5.18E+15,cork popping - 5184660644560896.wav,sound recording,FALSE,TRUE,TRUE,5.15E+15,,cork popping,,cork_popping.wav,5.15E+15,everyday,,,
5.75E+15,helicopter - 5751700212154368.wav,sound recording,FALSE,TRUE,FALSE,5.15E+15,,helicopter,,helicopter_flying.wav,5.54E+15,everyday,,,
5.73E+15,church bells - 5732252600238080.wav,sound recording,TRUE,FALSE,FALSE,5.15E+15,Completely satisfied,church bells,,church_bells_ringing.wav,4.59E+15,everyday,church bell sound,Very confident,
5.74E+15,bicycle bell - 5735267667279872.wav,sound recording,TRUE,FALSE,FALSE,5.15E+15,Mostly satisfied,bicycle bell,,bicycle_bell_ringing.wav,4.52E+15,everyday,cyle richa bell sound,Very confident,
5.09E+15,cork popping - 5086698882990080.wav,sound recording,FALSE,TRUE,TRUE,5.15E+15,,cork popping,,cork_popping.wav,5.15E+15,everyday,,,
5.69E+15,wolf - 5693048138760192.wav,sound recording,TRUE,FALSE,FALSE,5.15E+15,Completely satisfied,wolf,,wolf_howling.wav,6.04E+15,everyday,wolf crouching sound,Very confident,
4.75E+15,subsynth 2127 - 4752882347802624.wav,sound recording,TRUE,FALSE,FALSE,5.13E+15,Mostly satisfied,subsynth 2127,,subsynth_2127.wav,6.21E+15,single synthesizer,instrument,Not at all confident,
5.39E+15,subsynth 2176 - 5394818897281024.wav,sound recording,TRUE,FALSE,FALSE,5.13E+15,Mostly satisfied,subsynth 2176,,subsynth_2176.wav,5.93E+15,single synthesizer,no idea,Neutral,
5.64E+15,shimmer - 5644534738321408.wav,sound recording,FALSE,FALSE,TRUE,5.13E+15,Somewhat satisfied,shimmer,,shimmer.wav,5.98E+15,commercial synthesizers,rubber band maybe,Not at all confident,
4.71E+15,thick bass - 4709348559290368.wav,sound recording,TRUE,FALSE,FALSE,5.13E+15,Somewhat dissatisfied,thick bass,,thick_bass.wav,5E+15,commercial synthesizers,speaker plugged in wrong,Confident,
6.54E+15,shimmer - 6538935907909632.wav,sound recording,FALSE,TRUE,TRUE,5.13E+15,,shimmer,,shimmer.wav,5.98E+15,commercial synthesizers,,,
4.83E+15,euro hook - 4826961943724032.wav,sound recording,TRUE,FALSE,FALSE,5.13E+15,Somewhat dissatisfied,euro hook,,euro_hook.wav,5.24E+15,commercial synthesizers,bees,Not so confident,
5.72E+15,camera - 5716153183764480.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
5.31E+15,camera - 5310356083703808.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
5.98E+15,jackhammer - 5984086128590848.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,,,
6.64E+15,jackhammer - 6641031441285120.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,,,
5.69E+15,trumpet - 5689281720877056.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,trumpet,,trumpet_playing.wav,4.57E+15,everyday,,,
5.69E+15,camera - 5685744815308800.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
6.24E+15,camera - 6241651022364672.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
5.13E+15,camera - 5131946363453440.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
5.52E+15,camera - 5515131534442496.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
6.04E+15,camera - 6044305865048064.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,camera,,camera_capturing.wav,5.36E+15,everyday,,,
6.09E+15,jackhammer - 6091756663734272.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,,,
6.12E+15,jackhammer - 6120081973051392.wav,sound recording,FALSE,TRUE,FALSE,4.81E+15,,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,,,
4.51E+15,camera - 4509820350627840.wav,sound recording,TRUE,FALSE,FALSE,4.81E+15,Mostly dissatisfied,camera,,camera_capturing.wav,5.36E+15,everyday,clicking camera,Confident,
4.6E+15,dog barking - 4603782423904256.wav,sound recording,FALSE,FALSE,TRUE,4.81E+15,Mostly satisfied,dog barking,,dog_barking.wav,5.86E+15,everyday,dog barking,Very confident,
5.87E+15,trumpet - 5873306037125120.wav,sound recording,TRUE,FALSE,FALSE,4.81E+15,Somewhat satisfied,trumpet,,trumpet_playing.wav,4.57E+15,everyday,horn blowing,Confident,
6.16E+15,jackhammer - 6162300427829248.wav,sound recording,TRUE,FALSE,FALSE,4.81E+15,Somewhat satisfied,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,large drill drilling,Confident,
5.41E+15,frying food - 5406752329695232.wav,sound recording,TRUE,FALSE,FALSE,4.81E+15,Completely dissatisfied,frying food,,food_frying.wav,5.96E+15,everyday,water running,Very confident,
4.85E+15,marimba (hit with a rubber mallet) - 4848293301452800.wav,sound recording,FALSE,TRUE,FALSE,5.39E+15,,marimba (hit with a rubber mallet),,marimba_hit_with_a_rubber_mallet.wav,6.05E+15,acoustic instruments,,,
5.12E+15,piano - 5118854766264320.wav,sound recording,FALSE,TRUE,FALSE,5.39E+15,,piano,,piano.wav,5.42E+15,acoustic instruments,,,
4.77E+15,piano - 4769401194676224.wav,sound recording,FALSE,TRUE,FALSE,5.39E+15,,piano,,piano.wav,5.42E+15,acoustic instruments,,,
5.03E+15,marimba (hit with a rubber mallet) - 5028284643409920.wav,sound recording,FALSE,TRUE,FALSE,5.39E+15,,marimba (hit with a rubber mallet),,marimba_hit_with_a_rubber_mallet.wav,6.05E+15,acoustic instruments,,,
5.9E+15,piano - 5895301101518848.wav,sound recording,TRUE,FALSE,FALSE,5.39E+15,Somewhat satisfied,piano,,piano.wav,5.42E+15,acoustic instruments,Guitar String,Confident,
5.97E+15,cello (bowed) - 5974193208295424.wav,sound recording,TRUE,FALSE,FALSE,5.39E+15,Mostly satisfied,cello (bowed),,cello_bowed.wav,5.63E+15,acoustic instruments,Ship horn,Confident,
5.69E+15,marimba (hit with a rubber mallet) - 5686003050217472.wav,sound recording,TRUE,FALSE,FALSE,5.39E+15,Somewhat satisfied,marimba (hit with a rubber mallet),,marimba_hit_with_a_rubber_mallet.wav,6.05E+15,acoustic instruments,small beep,Neutral,
4.72E+15,horn - 4715222329720832.wav,sound recording,TRUE,FALSE,FALSE,5.39E+15,Somewhat satisfied,horn,,horn.wav,4.93E+15,acoustic instruments,small horn,Neutral,
4.58E+15,lawn mower - 4576711245037568.wav,sound recording,TRUE,FALSE,FALSE,6.27E+15,Mostly satisfied,lawn mower,,lawn_mower_starting.wav,5.19E+15,everyday,car cranking,Confident,
6.33E+15,knocking - 6325780841758720.wav,sound recording,TRUE,FALSE,FALSE,6.27E+15,Somewhat satisfied,knocking,,door_knocked.wav,5.01E+15,everyday,knocking on door,Confident,
6.03E+15,trumpet - 6029337904021504.wav,sound recording,TRUE,FALSE,FALSE,6.27E+15,Completely satisfied,trumpet,,trumpet_playing.wav,4.57E+15,everyday,horn,Confident,
6.71E+15,owl - 6706091605884928.wav,sound recording,TRUE,FALSE,FALSE,6.27E+15,Completely satisfied,owl,,owl_hooting.wav,5.05E+15,everyday,owl,Neutral,
6.22E+15,water bubbling - 6223715507372032.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,water bubbling,,water_bubbling.wav,4.85E+15,everyday,,,
5.16E+15,water bubbling - 5159202494349312.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,water bubbling,,water_bubbling.wav,4.85E+15,everyday,,,
6.29E+15,water bubbling - 6294233501663232.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,water bubbling,,water_bubbling.wav,4.85E+15,everyday,,,
5.65E+15,water bubbling - 5654609792073728.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,water bubbling,,water_bubbling.wav,4.85E+15,everyday,,,
5.74E+15,cow - 5736592127819776.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,cow,,cow_mooing.wav,6.28E+15,everyday,,,
5.64E+15,bongos - 5638203017003008.wav,sound recording,FALSE,FALSE,TRUE,6.33E+15,Neither satisfied or dissatisfied,bongos,,bongos_playing.wav,4.8E+15,everyday,Wood block instrument,Not so confident,
5.67E+15,explosion - 5670758869106688.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Completely satisfied,explosion,,explosion_sounding.wav,5.12E+15,everyday,explosion,Very confident,
5.13E+15,jackhammer - 5128613737267200.wav,sound recording,FALSE,FALSE,TRUE,6.33E+15,Completely satisfied,jackhammer,,jackhammer_hammering.wav,5.75E+15,everyday,gunshot,Very confident,
5.11E+15,pinball - 5112026573570048.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Mostly satisfied,pinball,,pinball_playing.wav,5.24E+15,everyday,pinball machine,Very confident,
5.17E+15,sneeze - 5168333594820608.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Completely satisfied,sneeze,,woman_sneezing.wav,6.6E+15,everyday,sneeze,Very confident,
4.9E+15,wind chimes - 4902239969738752.wav,sound recording,FALSE,TRUE,FALSE,6.33E+15,,wind chimes,,wind_chimes_ringing.wav,6.32E+15,everyday,,,
5.7E+15,wind chimes - 5703417800425472.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Neither satisfied or dissatisfied,wind chimes,,wind_chimes_ringing.wav,6.32E+15,everyday,wind chimes,Very confident,
6.2E+15,water bubbling - 6204597534195712.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Mostly dissatisfied,water bubbling,,water_bubbling.wav,4.85E+15,everyday,bong hit,Very confident,
4.92E+15,cow - 4920453852299264.wav,sound recording,TRUE,FALSE,FALSE,6.33E+15,Completely satisfied,cow,,cow_mooing.wav,6.28E+15,everyday,cow mooing,Very confident,
