id,identification_type,training,participant_id,vocal_imitation_id,sound_label,sound_recording,sound_label_id,sound_recording_id,audio_concept_subset,vocal_imitation_filename,participants_vocal_imitation_description,participants_vocal_imitation_description_confidence,selection_sound_label,selection_sound_label_id,selection_sound_recording,selection_sound_recording_id,selection_confidence,selection_match,distractor0_id,distractor1_id,distractor2_id,distractor3_id,distractor4_id,distractor5_id,distractor6_id,distractor7_id,distractor8_id,description_match
5876323452977152,sound recording,False,5371985307631616,5625858744123392,lion,lion_growling.wav,5888865093025792,4947139020980224,everyday,lion - 5625858744123392.wav,Mouth sound,Neutral,camera,6182228002340864,camera_capturing.wav,4507473687871488,Not so confident,False,5191291805630464,5786505553379328,6540357407866880,5623927619452928,5342452642742272,4507473687871488,5997611785912320,6062826569334784,5710982848446464,False
5439410388598784,sound recording,False,5422996969750528,5787611641675776,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5787611641675776.wav,broken camera,Very confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Very confident,True,5786505553379328,4590135165321216,6316780737789952,6203564057690112,5063826571526144,4871711879069696,4941978886209536,4655451685781504,5981248765820928,False
6615905211514880,sound recording,False,5645175091101696,6049893885935616,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 6049893885935616.wav,broomstick,Neutral,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,6062826569334784,6138247537229824,6105674505256960,5997611785912320,4788948664582144,5770142533287936,6740125732044800,6684936207597568,5848044113231872,False
5593159346159616,sound recording,False,5684961520648192,5383427704487936,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5383427704487936.wav,a bird,Not so confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Not so confident,True,6419722513940480,5153085118742528,4941978886209536,6740125732044800,6333092486709248,6490192995155968,5500084116520960,6105674505256960,5922089080979456,False
5233175185850368,sound recording,False,5688716597133312,5156685509296128,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5156685509296128.wav,singing,Neutral,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,6419722513940480,5345301548236800,5218401639202816,4979774598414336,5191291805630464,6274140302475264,6622607642198016,4889821340237824,5786505553379328,False
4687910699794432,sound recording,False,5745111329669120,5596873620455424,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5596873620455424.wav,ambulance horn,Confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Very confident,True,5063826571526144,5351898618003456,6354513904533504,5414457501024256,6105674505256960,5707813967888384,5153186855780352,5223555599958016,4627930877526016,False
5651194554875904,sound recording,False,5830738146492416,5156685509296128,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5156685509296128.wav,boat horn,Not so confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,6403461230886912,4889821340237824,6551731555008512,5856772560519168,6504591604580352,6274140302475264,6485039034400768,6138247537229824,5640614104268800,False
5620715453677568,sound recording,False,5873736272052224,6242002404376576,glass breaking,glass_breaking.wav,5355462903988224,6106085479940096,everyday,glass breaking - 6242002404376576.wav,frog,Not at all confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Neutral,False,5614225825202176,6485039034400768,5012347630387200,6317191712473088,5997510048874496,5981248765820928,6504591604580352,4507473687871488,4788948664582144,False
4764654517616640,sound recording,False,5927880643051520,5398315805966336,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5398315805966336.wav,chirping of bird,Neutral,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,5908251501658112,5351898618003456,5293822607097856,4863389037756416,5434560095453184,4979774598414336,6578671200501760,6105674505256960,5148240395632640,False
5286943881428992,sound recording,False,5943544321671168,5739083074633728,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5739083074633728.wav,chicken,Confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Very confident,True,5223555599958016,6668624458678272,5012347630387200,5840511277465600,5786505553379328,5918920200421376,5215232758644736,6527886970322944,5716035072163840,False
5937145558597632,sound recording,False,5958778637778944,5596873620455424,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5596873620455424.wav,instrument,Very confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Very confident,True,5425831648165888,5848044113231872,6490192995155968,6138247537229824,5345301548236800,4996086347333632,6333092486709248,6419722513940480,6317191712473088,False
5358079814139904,sound recording,False,6200285387030528,5731970206138368,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 5731970206138368.wav,train,Confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,4628341852209152,6622607642198016,5856772560519168,6062826569334784,5496707735355392,6504591604580352,6333092486709248,5997510048874496,6749827526295552,False
5255460563189760,sound recording,False,6322035294732288,5755331607003136,glass breaking,glass_breaking.wav,5355462903988224,6106085479940096,everyday,glass breaking - 5755331607003136.wav,slicing,Neutral,camera,6182228002340864,camera_capturing.wav,4507473687871488,Neutral,False,4788948664582144,4909816828919808,4585290442211328,5699773789110272,4507473687871488,5345301548236800,4866765418921984,5218401639202816,5543135526518784,False
5353289314992128,sound recording,False,6493461800812544,4638043109588992,camera,camera_capturing.wav,6182228002340864,4507473687871488,everyday,camera - 4638043109588992.wav,chirp,Confident,camera,6182228002340864,camera_capturing.wav,4507473687871488,Confident,True,5989288944599040,4722144206389248,6490192995155968,4628341852209152,4710770059247616,6495251392888832,5355970247000064,6669035433361408,6363854116225024,False
5860532334624768,sound recording,False,4792479396134912,5399986414026752,trumpet,trumpet.wav,6723949811466240,5499876615913472,acoustic instruments,trumpet - 5399986414026752.wav,triangle,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,False,5800904162803712,4581914061045760,6560460002295808,6246411993612288,4749083851882496,6701197490651136,6399619919511552,6387149481967616,4511221852143616,
6226727420297216,sound recording,False,4820509896212480,4522265286803456,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 4522265286803456.wav,engine,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Confident,True,6387149481967616,4675004255961088,6121986254176256,4581914061045760,6560460002295808,4942080623247360,4514714197426176,5800904162803712,5988781601587200,
6268834071707648,sound recording,False,4885515635523584,5953610919706624,crash cymbal (hit with a stick),crash_cymbal_hit_with_a_stick.wav,4769800895070208,4590236902359040,acoustic instruments,crash cymbal (hit with a stick) - 5953610919706624.wav,sound,Confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Very confident,False,6635988881244160,4749083851882496,4862881694744576,4511221852143616,4514714197426176,5207192579866624,5941641651159040,6246411993612288,6156458735435776,
5421432192368640,sound recording,False,4888383801262080,6428370162155520,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 6428370162155520.wav,gong,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,True,6156458735435776,5800904162803712,5171296316948480,5218609139810304,6399619919511552,6067980530089984,4862881694744576,5824199528546304,4644242626445312,
4938430907678720,sound recording,False,5067365490360320,5306312237776896,crash cymbal (hit with a stick),crash_cymbal_hit_with_a_stick.wav,4769800895070208,4590236902359040,acoustic instruments,crash cymbal (hit with a stick) - 5306312237776896.wav,gong,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Confident,False,5218609139810304,5800904162803712,6246411993612288,4581914061045760,4595295300091904,4862881694744576,4511221852143616,6701197490651136,6635988881244160,
5741738505273344,sound recording,False,5067365490360320,5710453493727232,vibraphone (sustained),vibraphone_sustained.wav,6458858255941632,6121986254176256,acoustic instruments,vibraphone (sustained) - 5710453493727232.wav,gong or cymbal,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Very confident,False,4511221852143616,5988781601587200,4644242626445312,6246411993612288,5941641651159040,5218609139810304,5277561324044288,6625776522756096,4793020293578752,
5922584948375552,sound recording,False,5081841140760576,5847384433098752,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 5847384433098752.wav,gong,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,True,5277561324044288,6399619919511552,4514714197426176,5988781601587200,4590236902359040,4793020293578752,6635988881244160,4862881694744576,5499876615913472,
6239374018609152,sound recording,False,5143558075973632,5455690395025408,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 5455690395025408.wav,gong,Confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Confident,True,5774111083069440,5927243041734656,6121986254176256,5499876615913472,5207192579866624,4581914061045760,4595295300091904,5218609139810304,6635988881244160,
5715578262126592,sound recording,False,5285679953084416,4703966562615296,windgong,windgong.wav,6422333854056448,5136823835688960,acoustic instruments,windgong - 4703966562615296.wav,no clue whatsoever,Not at all confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Very confident,False,4793020293578752,4511221852143616,5504928839630848,5941641651159040,5626776524947456,4862881694744576,4675004255961088,6067980530089984,5499876615913472,
6311355321679872,sound recording,False,5422996969750528,5634282919821312,triangle,triangle.wav,5590379361468416,5504928839630848,acoustic instruments,triangle - 5634282919821312.wav,cymbal tap,Not so confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Confident,False,4511221852143616,6635988881244160,6262011851702272,5824199528546304,4644242626445312,6387149481967616,6625776522756096,5499876615913472,4929686152937472,
5690257819303936,sound recording,False,5436236810420224,5353511646658560,crash cymbal (mallet roll),crash_cymbal_mallet_roll.wav,6140858877345792,5824199528546304,acoustic instruments,crash cymbal (mallet roll) - 5353511646658560.wav,tea kettle ,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Very confident,False,5218609139810304,4595295300091904,4590236902359040,5499876615913472,4862881694744576,6399619919511552,6635988881244160,4514714197426176,4511221852143616,
4647633301798912,sound recording,False,5484776383315968,4759612158902272,crash cymbal (hit with a stick),crash_cymbal_hit_with_a_stick.wav,4769800895070208,4590236902359040,acoustic instruments,crash cymbal (hit with a stick) - 4759612158902272.wav,symbol,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,False,4511221852143616,5800904162803712,4675004255961088,6156458735435776,5626776524947456,5499876615913472,4793020293578752,5824199528546304,5992665325764608,
6023405547552768,sound recording,False,5684961520648192,6439985230118912,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 6439985230118912.wav,toilet flushing,Not so confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Not so confident,True,4595295300091904,6625776522756096,5927243041734656,5218609139810304,5988781601587200,6635988881244160,4942080623247360,5504928839630848,5992665325764608,
6404025817759744,sound recording,False,5927880643051520,6614530285109248,crash cymbal (hit with a stick),crash_cymbal_hit_with_a_stick.wav,4769800895070208,4590236902359040,acoustic instruments,crash cymbal (hit with a stick) - 6614530285109248.wav,jazz sound,Not so confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,False,5800904162803712,4511221852143616,6262011851702272,5277561324044288,4595295300091904,4644242626445312,6635988881244160,6067980530089984,6121986254176256,
5079168396034048,sound recording,False,5975731679002624,6261518601551872,guitar,guitar.wav,5241665061126144,4929686152937472,acoustic instruments,guitar - 6261518601551872.wav,women speaking,Not so confident,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Neutral,False,4862881694744576,5207192579866624,5171296316948480,6156458735435776,5626776524947456,4749083851882496,4730974390714368,4511221852143616,6701197490651136,
6290788468129792,sound recording,False,6274587650162688,4954217127084032,piano,piano.wav,5332958349099008,5941641651159040,acoustic instruments,piano - 4954217127084032.wav,triangle,Neutral,chinese cymbal (hit with a stick),6340625322475520,chinese_cymbal_hit_with_a_stick.wav,4511221852143616,Very confident,False,4581914061045760,4862881694744576,5927243041734656,5992665325764608,5136823835688960,5207192579866624,5774111083069440,4749083851882496,4511221852143616,
5229488493297664,sound recording,False,4680144056745984,6691011170402304,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 6691011170402304.wav,a man waking up,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,True,4730974390714368,4793020293578752,5791563951112192,4749083851882496,4581914061045760,5171296316948480,4644242626445312,5927243041734656,5499876615913472,
5988196479401984,sound recording,False,4680144056745984,6330359545331712,chinese cymbal (hit with a stick),chinese_cymbal_hit_with_a_stick.wav,6340625322475520,4511221852143616,acoustic instruments,chinese cymbal (hit with a stick) - 6330359545331712.wav,dial tone,Very confident,tuba,4839448084742144,tuba.wav,4514714197426176,Not at all confident,False,6262011851702272,5218609139810304,5941641651159040,5626776524947456,5824199528546304,5136823835688960,6067980530089984,4514714197426176,6560460002295808,
6236521287909376,sound recording,False,4702761622962176,5102953992028160,crotale,crotale.wav,5061301130756096,6246411993612288,acoustic instruments,crotale - 5102953992028160.wav,motor,Not at all confident,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,6121986254176256,4514714197426176,6067980530089984,5774111083069440,5824199528546304,5992665325764608,4595295300091904,4862881694744576,5791563951112192,
5637316039147520,sound recording,False,4782793640902656,4889147835678720,marimba (hit with a rubber mallet),marimba_hit_with_a_rubber_mallet.wav,6733290023157760,5207192579866624,acoustic instruments,marimba (hit with a rubber mallet) - 4889147835678720.wav,a bell,Very confident,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,5941641651159040,5136823835688960,6156458735435776,5800904162803712,6067980530089984,4644242626445312,4514714197426176,5824199528546304,5774111083069440,
5689295209758720,sound recording,False,4792479396134912,4593858633531392,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 4593858633531392.wav,a cat,Very confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,True,6246411993612288,4862881694744576,6156458735435776,5824199528546304,5791563951112192,6262011851702272,6560460002295808,5992665325764608,6625776522756096,
5906408826470400,sound recording,False,4830751447056384,5716387527917568,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 5716387527917568.wav,brr,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,5992665325764608,6067980530089984,6262011851702272,5824199528546304,6625776522756096,4749083851882496,6701197490651136,4590236902359040,6387149481967616,
5980380175794176,sound recording,False,4881885381525504,6281872048914432,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 6281872048914432.wav,an alarm clock,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,6399619919511552,5136823835688960,5277561324044288,4595295300091904,6067980530089984,6625776522756096,6246411993612288,5499876615913472,5774111083069440,
5701175223517184,sound recording,False,4914660411179008,6450482130190336,vibraphone (bowed),vibraphone_bowed.wav,5764665107808256,4644242626445312,acoustic instruments,vibraphone (bowed) - 6450482130190336.wav,A horn,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,False,4514714197426176,5136823835688960,5927243041734656,5218609139810304,4595295300091904,5277561324044288,4590236902359040,4749083851882496,5171296316948480,
4808072073576448,sound recording,False,5042433205207040,5306312237776896,crash cymbal (hit with a stick),crash_cymbal_hit_with_a_stick.wav,4769800895070208,4590236902359040,acoustic instruments,crash cymbal (hit with a stick) - 5306312237776896.wav,bing,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Not at all confident,False,4595295300091904,6387149481967616,5824199528546304,4929686152937472,5207192579866624,4514714197426176,6399619919511552,6262011851702272,6121986254176256,
5132092996321280,sound recording,False,5042433205207040,5409489029169152,bass (bowed),bass_bowed.wav,5204564059881472,4581914061045760,acoustic instruments,bass (bowed) - 5409489029169152.wav,A motorcycle,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,5992665325764608,4730974390714368,5207192579866624,5499876615913472,4675004255961088,6246411993612288,4514714197426176,4511221852143616,4942080623247360,
5718385895669760,sound recording,False,5143558075973632,5849052088369152,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 5849052088369152.wav,cow,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,5927243041734656,5171296316948480,5207192579866624,6625776522756096,5800904162803712,6701197490651136,4675004255961088,5791563951112192,4595295300091904,
5132243454394368,sound recording,False,5338377658302464,5409489029169152,bass (bowed),bass_bowed.wav,5204564059881472,4581914061045760,acoustic instruments,bass (bowed) - 5409489029169152.wav,engine ,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,False,4514714197426176,4730974390714368,6625776522756096,5218609139810304,5171296316948480,6246411993612288,6560460002295808,4749083851882496,6387149481967616,
5632889538478080,sound recording,False,5338377658302464,5716387527917568,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 5716387527917568.wav,explosion,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,5800904162803712,5941641651159040,6246411993612288,5171296316948480,6156458735435776,4862881694744576,5207192579866624,4581914061045760,4929686152937472,
5960562794037248,sound recording,False,5338377658302464,6708511014649856,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 6708511014649856.wav,horn ,Very confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,True,5626776524947456,4644242626445312,5927243041734656,5791563951112192,4749083851882496,5171296316948480,4862881694744576,6701197490651136,5992665325764608,
5987747789537280,sound recording,False,5338377658302464,4985726349344768,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 4985726349344768.wav,cow ,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,4942080623247360,4929686152937472,6121986254176256,5824199528546304,5941641651159040,5171296316948480,6635988881244160,5992665325764608,5988781601587200,
5752383715934208,sound recording,False,5645175091101696,5926623492702208,bass (bowed),bass_bowed.wav,5204564059881472,4581914061045760,acoustic instruments,bass (bowed) - 5926623492702208.wav,cow's caw,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,False,6701197490651136,5941641651159040,4514714197426176,5626776524947456,5218609139810304,4793020293578752,4511221852143616,4929686152937472,6246411993612288,
5419540796145664,sound recording,False,5704147139559424,6281872048914432,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 6281872048914432.wav,Electronic Beep,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,True,4595295300091904,4511221852143616,5499876615913472,5136823835688960,6262011851702272,6156458735435776,6560460002295808,6635988881244160,4749083851882496,
5186505668558848,sound recording,False,5757736318926848,5722865009688576,oboe,oboe.wav,5767514013302784,6625776522756096,acoustic instruments,oboe - 5722865009688576.wav,horn,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,False,5774111083069440,5791563951112192,6399619919511552,4581914061045760,5988781601587200,4514714197426176,5207192579866624,5992665325764608,4929686152937472,
4812551523139584,sound recording,False,5795051464556544,6529483758632960,bass (bowed),bass_bowed.wav,5204564059881472,4581914061045760,acoustic instruments,bass (bowed) - 6529483758632960.wav,flute,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,4749083851882496,4514714197426176,5626776524947456,5171296316948480,6701197490651136,4862881694744576,5218609139810304,6635988881244160,4793020293578752,
5266504132067328,sound recording,False,5943544321671168,5314952906670080,flute,flute.wav,6745279692800000,5626776524947456,acoustic instruments,flute - 5314952906670080.wav,bass beam,Neutral,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,4514714197426176,4511221852143616,4749083851882496,6156458735435776,4730974390714368,4595295300091904,4942080623247360,6262011851702272,5800904162803712,
6509959307067392,sound recording,True,5974441309765632,5142771560087552,bassoon,bassoon.wav,5875695649554432,5800904162803712,acoustic instruments,bassoon - 5142771560087552.wav,A dial tone,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Neutral,False,5774111083069440,4793020293578752,4644242626445312,5626776524947456,5136823835688960,4514714197426176,4929686152937472,5988781601587200,4730974390714368,
6441845018066944,sound recording,False,6004886655205376,4593858633531392,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 4593858633531392.wav,cat meowing,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,6635988881244160,5927243041734656,5800904162803712,6121986254176256,5988781601587200,5218609139810304,5992665325764608,5626776524947456,6399619919511552,
5079028138508288,sound recording,False,6198653098131456,6225020640559104,violin (plucked),violin_plucked.wav,5473488336846848,5927243041734656,acoustic instruments,violin (plucked) - 6225020640559104.wav,Burp,Confident,tuba,4839448084742144,tuba.wav,4514714197426176,Not so confident,False,5277561324044288,5941641651159040,4644242626445312,5171296316948480,6121986254176256,4749083851882496,4514714197426176,4590236902359040,5800904162803712,
6225317328846848,sound recording,False,6274587650162688,5829775604056064,triangle,triangle.wav,5590379361468416,5504928839630848,acoustic instruments,triangle - 5829775604056064.wav,laser beam,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Neutral,False,4862881694744576,5824199528546304,4793020293578752,6246411993612288,5218609139810304,4514714197426176,4581914061045760,6625776522756096,5988781601587200,
6551781148459008,sound recording,False,6274587650162688,5982458604421120,bassoon,bassoon.wav,5875695649554432,5800904162803712,acoustic instruments,bassoon - 5982458604421120.wav,gong,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Very confident,False,5927243041734656,4942080623247360,5824199528546304,4514714197426176,5207192579866624,5791563951112192,6635988881244160,4675004255961088,5499876615913472,
5168118913564672,sound recording,False,6493461800812544,5983485638475776,tuba,tuba.wav,4839448084742144,4514714197426176,acoustic instruments,tuba - 5983485638475776.wav,tuning fork,Not so confident,tuba,4839448084742144,tuba.wav,4514714197426176,Confident,True,4942080623247360,6262011851702272,4595295300091904,6121986254176256,6067980530089984,5626776524947456,6387149481967616,5941641651159040,6246411993612288,
4867441540726784,sound recording,False,4666692756045824,5289555825524736,subsynth 2176,subsynth_2176.wav,6611938943434752,4730872653676544,single synthesizer,subsynth 2176 - 5289555825524736.wav,heliocopter,Not so confident,subsynth 374,4801343134892032,subsynth_374.wav,4573161991438336,Neutral,False,6630828746473472,5237954209382400,4573161991438336,4937134163099648,6560561739333632,5964937016901632,6752676431790080,5401987063480320,6118144942800896,
6208560379723776,sound recording,False,4682604200591360,5351433956229120,subsynth 2039,subsynth_2039.wav,5483190131097600,4909405854236672,single synthesizer,subsynth 2039 - 5351433956229120.wav,helicopter,Neutral,subsynth 374,4801343134892032,subsynth_374.wav,4573161991438336,Confident,False,6477798524846080,4573161991438336,5077664150847488,4730872653676544,6344301546045440,6625984023363584,4714611370622976,5211161129648128,6200395177132032,
